hgnc	Prediction
MUC5B	Extracellular
MUC6	Extracellular
MUC7	Extracellular
MUCL1	Extracellular
MUL1	Endoplasmic_reticulum
MUM1L1	Nucleus
MUS81	Mitochondrion
MUSK	Cell_membrane
MUSTN1	Nucleus
MUT	Mitochondrion
MVB12B	Cell_membrane
MVD	Cytoplasm
MVK	Cytoplasm
MVP	Cytoplasm
MX1	Cytoplasm
MXD1	Nucleus
MXD3	Nucleus
MXD4	Nucleus
MXI1	Nucleus
MXRA5	Extracellular
MXRA8	Cell_membrane
MYADM	Cell_membrane
MYADML2	Cell_membrane
MYB	Nucleus
MYBBP1A	Nucleus
MYBL1	Nucleus
MYBL2	Nucleus
MYBPC1	Cytoplasm
MYBPC2	Cytoplasm
MYBPC3	Cytoplasm
MYBPH	Cytoplasm
MYBPHL	Cytoplasm
MYC	Nucleus
MYCBP	Cytoplasm
MYCBP2	Cytoplasm
MYCN	Nucleus
MYCT1	Nucleus
MYDGF	Extracellular
MYEOV	Cell_membrane
MYF5	Nucleus
MYF6	Nucleus
MYH1	Cytoplasm
MYH10	Cytoplasm
MYH11	Cytoplasm
MYH13	Cytoplasm
MYH14	Cytoplasm
MYH15	Cytoplasm
MYH2	Cytoplasm
MYH3	Cytoplasm
MYH4	Cytoplasm
MYH6	Cytoplasm
MYH7	Cytoplasm
MYH8	Cytoplasm
MYH9	Cytoplasm
MYL1	Cytoplasm
MYL12A	Cytoplasm
MYL12B	Cytoplasm
MYL2	Cytoplasm
MYL3	Cytoplasm
MYL4	Cytoplasm
MYL5	Cytoplasm
MYL6B	Cytoplasm
MYL7	Cytoplasm
MYLIP	Cytoplasm
MYLK2	Cytoplasm
MYLK3	Cytoplasm
MYLK4	Nucleus
MYLPF	Cytoplasm
MYMK	Cell_membrane
MYNN	Nucleus
MYO15A	Cytoplasm
MYO16	Cytoplasm
MYO18A	Cytoplasm
MYO19	Cytoplasm
MYO1A	Cytoplasm
MYO1B	Cytoplasm
MYO1C	Cytoplasm
MYO1D	Cytoplasm
MYO1E	Cytoplasm
MYO1F	Cytoplasm
MYO1G	Cytoplasm
MYO3A	Cytoplasm
MYO3B	Cytoplasm
MYO5A	Cytoplasm
MYO5C	Cytoplasm
MYO7A	Cytoplasm
MYO7B	Cytoplasm
MYOC	Endoplasmic_reticulum
MYOCD	Nucleus
MYOD1	Nucleus
MYOG	Nucleus
MYOM1	Cytoplasm
MYOM2	Cytoplasm
MYOZ1	Nucleus
MYOZ2	Nucleus
MYPN	Nucleus
MYPOP	Nucleus
MYRF	Cell_membrane
MYRFL	Cell_membrane
MYT1	Nucleus
MYT1L	Nucleus
MZF1	Nucleus
MZT1	Cytoplasm
MZT2A	Cytoplasm
MZT2B	Cytoplasm
N4BP1	Cytoplasm
N4BP2	Cytoplasm
N4BP2L1	Nucleus
N4BP2L2	Nucleus
N4BP3	Cytoplasm
NAA10	Nucleus
NAA11	Nucleus
NAA20	Cytoplasm
NAA25	Cytoplasm
NAA30	Cytoplasm
NAA35	Cytoplasm
NAA50	Cytoplasm
NAALAD2	Endoplasmic_reticulum
NAALADL1	Extracellular
NAB2	Cytoplasm
NABP2	Nucleus
NACA2	Cytoplasm
NACAD	Cytoplasm
NACC1	Nucleus
NACC2	Nucleus
NADK	Nucleus
NADK2	Mitochondrion
NADSYN1	Cytoplasm
NAF1	Nucleus
NAGA	Extracellular
NAGLU	Peroxisome
NAGS	Mitochondrion
NAIF1	Nucleus
NAIP	Cytoplasm
NAMPT	Cytoplasm
NANOG	Nucleus
NANOGNB	Nucleus
NANOS1	Nucleus
NANOS2	Nucleus
NANOS3	Nucleus
NANP	Cytoplasm
NANS	Cytoplasm
NAP1L1	Nucleus
NAP1L3	Nucleus
NAP1L4	Nucleus
NAP1L5	Nucleus
NAPA	Cytoplasm
NAPB	Cytoplasm
NAPEPLD	Nucleus
NAPG	Cytoplasm
NAPRT	Peroxisome
NAPSA	Extracellular
NARFL	Cytoplasm
NASP	Nucleus
NAT1	Cytoplasm
NAT10	Nucleus
NAT14	Mitochondrion
NAT16	Cytoplasm
NAT6	Cytoplasm
NAT8	Endoplasmic_reticulum
NAT8L	Peroxisome
NAT9	Cytoplasm
NATD1	Cytoplasm
NAV1	Cytoplasm
NAV2	Cytoplasm
NAV3	Cytoplasm
NBAS	Cytoplasm
NBDY	Cytoplasm
NBEAL1	Cytoplasm
NBEAL2	Cytoplasm
NBL1	Extracellular
NBN	Nucleus
NBPF15	Nucleus
NBPF19	Nucleus
NBPF4	Nucleus
NBPF6	Cytoplasm
NBR1	Nucleus
NCALD	Cytoplasm
NCAN	Extracellular
NCAPD2	Nucleus
NCAPD3	Cytoplasm
NCAPG	Nucleus
NCAPG2	Cytoplasm
NCBP1	Nucleus
NCBP2	Mitochondrion
NCBP2-AS2	Mitochondrion
NCBP2L	Cytoplasm
NCBP3	Nucleus
NCCRP1	Cytoplasm
NCDN	Cytoplasm
NCF2	Cytoplasm
NCK1	Cytoplasm
NCK2	Cytoplasm
NCKAP1	Cytoplasm
NCKAP1L	Cytoplasm
NCKIPSD	Cytoplasm
NCL	Nucleus
NCLN	Endoplasmic_reticulum
NCMAP	Cell_membrane
NCOA1	Nucleus
NCOA2	Nucleus
NCOA3	Nucleus
NCOA5	Nucleus
NCOA6	Nucleus
NCOR1	Nucleus
NCR2	Cell_membrane
NCR3	Cell_membrane
NCR3LG1	Cell_membrane
NCS1	Cytoplasm
NDC1	Endoplasmic_reticulum
NDC80	Cytoplasm
NDEL1	Cytoplasm
NDFIP2	Endoplasmic_reticulum
NDN	Cytoplasm
NDNF	Extracellular
NDOR1	Cytoplasm
NDP	Extracellular
NDRG1	Cytoplasm
NDRG2	Cytoplasm
NDRG3	Cytoplasm
NDST1	Golgi_apparatus
NDST2	Golgi_apparatus
NDST3	Golgi_apparatus
NDUFA1	Extracellular
NDUFA10	Mitochondrion
NDUFA11	Mitochondrion
NDUFA12	Mitochondrion
NDUFA13	Mitochondrion
NDUFA2	Mitochondrion
NDUFA3	Mitochondrion
NDUFA4	Mitochondrion
NDUFA4L2	Mitochondrion
NDUFA5	Mitochondrion
NDUFA6	Mitochondrion
NDUFA7	Mitochondrion
NDUFA8	Mitochondrion
NDUFA9	Mitochondrion
NDUFAB1	Mitochondrion
NDUFAF1	Mitochondrion
NDUFAF2	Mitochondrion
NDUFAF4	Mitochondrion
NDUFAF5	Mitochondrion
NDUFAF7	Mitochondrion
NDUFAF8	Mitochondrion
NDUFB1	Mitochondrion
NDUFB10	Nucleus
NDUFB11	Mitochondrion
NDUFB2	Mitochondrion
NDUFB3	Mitochondrion
NDUFB4	Mitochondrion
NDUFB5	Mitochondrion
NDUFB6	Mitochondrion
NDUFB7	Nucleus
NDUFB9	Mitochondrion
NDUFC1	Mitochondrion
NDUFC2	Mitochondrion
NDUFC2-KCTD14	Mitochondrion
NDUFS2	Mitochondrion
NDUFS3	Mitochondrion
NDUFS4	Mitochondrion
NDUFS5	Mitochondrion
NDUFS6	Mitochondrion
NDUFS7	Mitochondrion
NDUFS8	Mitochondrion
NDUFV1	Mitochondrion
NDUFV2	Mitochondrion
NEB	Cytoplasm
NEBL	Cytoplasm
NECAB3	Golgi_apparatus
NECAP1	Cytoplasm
NECTIN2	Cell_membrane
NECTIN4	Cell_membrane
NEDD1	Cytoplasm
NEDD4	Cytoplasm
NEDD4L	Cytoplasm
NEDD8	Nucleus
NEFL	Cytoplasm
NEIL1	Nucleus
NEIL3	Nucleus
NEK11	Nucleus
NEK2	Cytoplasm
NEK3	Nucleus
NEK4	Nucleus
NEK5	Cytoplasm
NEK7	Cytoplasm
NEK8	Cytoplasm
NEK9	Cytoplasm
NELFA	Nucleus
NELFE	Nucleus
NELL1	Extracellular
NELL2	Extracellular
NEMF	Nucleus
NEMP2	Endoplasmic_reticulum
NENF	Extracellular
NEO1	Cell_membrane
NEPRO	Nucleus
NES	Cytoplasm
NET1	Nucleus
NEU1	Lysosome/Vacuole
NEU2	Cytoplasm
NEURL1B	Nucleus
NEURL2	Cytoplasm
NEURL3	Cytoplasm
NEURL4	Cytoplasm
NEUROD1	Nucleus
NEUROD2	Nucleus
NEUROD4	Nucleus
NEUROD6	Nucleus
NEUROG1	Nucleus
NEUROG2	Nucleus
NEUROG3	Nucleus
NEXMIF	Nucleus
NEXN	Cytoplasm
NF1	Cytoplasm
NFAM1	Cell_membrane
NFATC2	Nucleus
NFE2	Nucleus
NFE2L1	Nucleus
NFE2L2	Nucleus
NFE2L3	Endoplasmic_reticulum
NFIA	Nucleus
NFIB	Nucleus
NFIC	Nucleus
NFIL3	Nucleus
NFIX	Nucleus
NFKB1	Cytoplasm
NFKB2	Nucleus
NFKBIA	Nucleus
NFKBIB	Cytoplasm
NFKBIE	Cytoplasm
NFKBIZ	Nucleus
NFRKB	Nucleus
NFX1	Nucleus
NFXL1	Nucleus
NFYA	Nucleus
NFYB	Cytoplasm
NFYC	Nucleus
NGB	Cytoplasm
NGDN	Nucleus
NGEF	Nucleus
NGF	Extracellular
NGFR	Cell_membrane
NGLY1	Cytoplasm
NGRN	Mitochondrion
NHLH1	Nucleus
NHLH2	Nucleus
NHLRC1	Cytoplasm
NHLRC2	Cytoplasm
NHLRC3	Endoplasmic_reticulum
NHLRC4	Cytoplasm
NHP2	Nucleus
NHSL1	Cytoplasm
NHSL2	Cytoplasm
NICN1	Cytoplasm
NID1	Extracellular
NIFK	Nucleus
NIM1K	Cell_membrane
NIN	Cytoplasm
NINJ1	Cell_membrane
NINL	Cytoplasm
NIP7	Cytoplasm
NIPA1	Lysosome/Vacuole
NIPA2	Cell_membrane
NIPAL1	Lysosome/Vacuole
NIPAL2	Cell_membrane
NIPAL4	Cell_membrane
NIPBL	Nucleus
NIPSNAP1	Mitochondrion
NIPSNAP2	Mitochondrion
NIPSNAP3A	Mitochondrion
NIPSNAP3B	Mitochondrion
NISCH	Cytoplasm
NIT2	Cytoplasm
NKAIN3	Lysosome/Vacuole
NKAIN4	Endoplasmic_reticulum
NKAP	Nucleus
NKAPL	Nucleus
NKD1	Nucleus
NKD2	Nucleus
NKG7	Cell_membrane
NKIRAS1	Cytoplasm
NKIRAS2	Cytoplasm
NKPD1	Cell_membrane
NKRF	Nucleus
NKTR	Nucleus
NKX1-1	Nucleus
NKX1-2	Nucleus
NKX2-1	Nucleus
NKX2-2	Nucleus
NKX2-3	Nucleus
NKX2-4	Nucleus
NKX2-5	Nucleus
NKX2-6	Nucleus
NKX2-8	Nucleus
NKX3-1	Nucleus
NKX3-2	Nucleus
NKX6-1	Nucleus
NKX6-2	Nucleus
NKX6-3	Nucleus
NLE1	Cytoplasm
NLGN2	Cell_membrane
NLGN3	Cell_membrane
NLGN4X	Cell_membrane
NLK	Nucleus
NLN	Mitochondrion
NLRC3	Cytoplasm
NLRP1	Cytoplasm
NLRP10	Cytoplasm
NLRP11	Cytoplasm
NLRP12	Cytoplasm
NLRP13	Cytoplasm
NLRP14	Cytoplasm
NLRP2	Cytoplasm
NLRP2B	Mitochondrion
NLRP4	Cytoplasm
NLRP5	Cytoplasm
NLRP6	Cytoplasm
NLRP7	Cytoplasm
NLRP8	Cytoplasm
NLRP9	Cytoplasm
NLRX1	Mitochondrion
NMB	Extracellular
NMBR	Cell_membrane
NMD3	Nucleus
NME1	Cytoplasm
NME2	Cytoplasm
NME3	Extracellular
NME4	Mitochondrion
NME5	Cytoplasm
NME6	Mitochondrion
NME7	Cytoplasm
NME8	Cytoplasm
NMI	Cytoplasm
NMNAT1	Nucleus
NMNAT2	Cytoplasm
NMNAT3	Mitochondrion
NMRAL1	Cytoplasm
NMRK1	Cytoplasm
NMRK2	Cytoplasm
NMS	Extracellular
NMT1	Cytoplasm
NMT2	Nucleus
NMU	Extracellular
NMUR1	Cell_membrane
NMUR2	Cell_membrane
NNAT	Mitochondrion
NNMT	Cytoplasm
NNT	Mitochondrion
NOA1	Mitochondrion
NOB1	Nucleus
NOBOX	Nucleus
NOC2L	Nucleus
NOC3L	Nucleus
NOC4L	Peroxisome
NOCT	Mitochondrion
NOD1	Cytoplasm
NODAL	Extracellular
NOG	Extracellular
NOL12	Nucleus
NOL4	Nucleus
NOL4L	Nucleus
NOL6	Cytoplasm
NOL7	Nucleus
NOL8	Nucleus
NOL9	Nucleus
NOLC1	Nucleus
NOM1	Nucleus
NOMO1	Endoplasmic_reticulum
NOMO3	Endoplasmic_reticulum
NONO	Nucleus
NOP10	Nucleus
NOP14	Nucleus
NOP16	Nucleus
NOP2	Nucleus
NOP53	Nucleus
NOP56	Nucleus
NOP58	Nucleus
NOP9	Nucleus
NOS1	Cytoplasm
NOS2	Cytoplasm
NOSIP	Cytoplasm
NOSTRIN	Cytoplasm
NOTCH1	Cell_membrane
NOTCH2	Cell_membrane
NOTCH2NL	Extracellular
NOTCH3	Cell_membrane
NOTO	Nucleus
NOTUM	Extracellular
NOV	Extracellular
NOVA2	Nucleus
NOX1	Endoplasmic_reticulum
NOX3	Endoplasmic_reticulum
NOX4	Endoplasmic_reticulum
NOXO1	Cell_membrane
NOXRED1	Cytoplasm
NPAP1	Nucleus
NPAS1	Nucleus
NPAS2	Nucleus
NPAS3	Nucleus
NPAT	Nucleus
NPB	Extracellular
NPBWR1	Cell_membrane
NPBWR2	Cell_membrane
NPC1	Cell_membrane
NPC1L1	Cell_membrane
NPC2	Extracellular
NPDC1	Cell_membrane
NPEPL1	Peroxisome
NPFFR1	Cell_membrane
NPHP1	Nucleus
NPHP4	Cytoplasm
NPHS2	Cell_membrane
NPIPA1	Nucleus
NPIPA2	Nucleus
NPIPA3	Nucleus
NPIPA5	Nucleus
NPIPA7	Nucleus
NPIPA8	Nucleus
NPIPB11	Nucleus
NPIPB15	Extracellular
NPIPB3	Nucleus
NPIPB4	Nucleus
NPIPB5	Nucleus
NPIPB6	Nucleus
NPIPB7	Extracellular
NPIPB8	Nucleus
NPIPB9	Nucleus
NPLOC4	Cytoplasm
NPM1	Nucleus
NPM2	Nucleus
NPM3	Nucleus
NPNT	Extracellular
NPPB	Extracellular
NPPC	Extracellular
NPR1	Cell_membrane
NPR2	Cell_membrane
NPRL2	Cytoplasm
NPRL3	Cytoplasm
NPS	Extracellular
NPTX1	Extracellular
NPTX2	Extracellular
NPTXR	Extracellular
NPW	Extracellular
NPY	Extracellular
NPY1R	Cell_membrane
NPY2R	Cell_membrane
NPY4R	Cell_membrane
NPY5R	Cell_membrane
NQO1	Mitochondrion
NQO2	Cytoplasm
NR1D1	Nucleus
NR1H3	Nucleus
NR1H4	Nucleus
NR1I2	Nucleus
NR1I3	Nucleus
NR2C1	Nucleus
NR2C2	Nucleus
NR2C2AP	Nucleus
NR2E1	Nucleus
NR2E3	Nucleus
NR2F1	Nucleus
NR2F6	Nucleus
NR3C1	Nucleus
NR4A1	Nucleus
NR4A2	Nucleus
NR4A3	Nucleus
NR5A1	Nucleus
NR5A2	Nucleus
NR6A1	Nucleus
NRAP	Cytoplasm
NRARP	Cytoplasm
NRAS	Cytoplasm
NRBF2	Cytoplasm
NRBP1	Nucleus
NRCAM	Cell_membrane
NRDE2	Nucleus
NRG3	Cell_membrane
NRG4	Cell_membrane
NRGN	Extracellular
NRIP1	Nucleus
NRIP2	Nucleus
NRIP3	Nucleus
NRL	Nucleus
NRN1	Cell_membrane
NRN1L	Cell_membrane
NRROS	Cell_membrane
NRSN1	Cell_membrane
NRSN2	Cell_membrane
NRTN	Extracellular
NRXN1	Cell_membrane
NRXN2	Cell_membrane
NRXN3	Cell_membrane
NSA2	Nucleus
NSD1	Nucleus
NSD2	Nucleus
NSD3	Nucleus
NSDHL	Endoplasmic_reticulum
NSF	Cytoplasm
NSFL1C	Nucleus
NSMAF	Cytoplasm
NSMCE1	Nucleus
NSMCE2	Nucleus
NSMCE3	Nucleus
NSMCE4A	Nucleus
NSMF	Nucleus
NSRP1	Nucleus
NSUN2	Nucleus
NSUN3	Mitochondrion
NSUN6	Cytoplasm
NSUN7	Cytoplasm
NT5C	Cytoplasm
NT5C1A	Cytoplasm
NT5C1B	Cytoplasm
NT5C2	Cytoplasm
NT5C3B	Cytoplasm
NT5DC1	Cytoplasm
NT5M	Mitochondrion
NTAN1	Cytoplasm
NTF3	Extracellular
NTF4	Extracellular
NTHL1	Nucleus
NTMT1	Cytoplasm
NTN1	Extracellular
NTN3	Extracellular
NTN5	Extracellular
NTPCR	Mitochondrion
NTRK1	Cell_membrane
NTRK2	Cell_membrane
NTRK3	Cell_membrane
NTS	Extracellular
NTSR1	Cell_membrane
NTSR2	Cell_membrane
NUBP1	Cytoplasm
NUBP2	Cytoplasm
NUBPL	Mitochondrion
NUCB1	Endoplasmic_reticulum
NUCKS1	Nucleus
NUDC	Nucleus
NUDCD1	Cytoplasm
NUDCD2	Cytoplasm
NUDCD3	Cytoplasm
NUDT10	Cytoplasm
NUDT11	Cytoplasm
NUDT12	Peroxisome
NUDT14	Cytoplasm
NUDT15	Cytoplasm
NUDT18	Cytoplasm
NUDT19	Mitochondrion
NUDT2	Cytoplasm
NUDT21	Cytoplasm
NUDT3	Cytoplasm
NUDT4	Cytoplasm
NUDT5	Cytoplasm
NUDT6	Mitochondrion
NUDT8	Mitochondrion
NUF2	Cytoplasm
NUFIP1	Nucleus
NUFIP2	Nucleus
NUGGC	Nucleus
NUMB	Nucleus
NUMBL	Cytoplasm
NUP107	Cytoplasm
NUP133	Cytoplasm
NUP153	Nucleus
NUP155	Cytoplasm
NUP188	Cytoplasm
NUP205	Cytoplasm
NUP210L	Endoplasmic_reticulum
NUP214	Cytoplasm
NUP37	Cytoplasm
NUP43	Cytoplasm
NUP50	Nucleus
NUP58	Nucleus
NUP62	Nucleus
NUP62CL	Extracellular
NUP88	Cytoplasm
NUP93	Cytoplasm
NUPR1	Nucleus
NUPR2	Nucleus
NUS1	Endoplasmic_reticulum
NUSAP1	Nucleus
NUTF2	Cytoplasm
NUTM2A	Nucleus
NUTM2B	Nucleus
NUTM2D	Nucleus
NUTM2E	Nucleus
NUTM2F	Nucleus
NUTM2G	Nucleus
NVL	Nucleus
NWD2	Cytoplasm
NXF1	Nucleus
NXF2	Nucleus
NXF2B	Nucleus
NXF3	Cytoplasm
NXNL1	Nucleus
NXNL2	Cytoplasm
NXPE3	Endoplasmic_reticulum
NXPH1	Extracellular
NXPH2	Extracellular
NXPH3	Extracellular
NXPH4	Extracellular
NXT1	Cytoplasm
NYAP1	Nucleus
NYX	Extracellular
OAF	Extracellular
OARD1	Cytoplasm
OAS1	Cytoplasm
OAS2	Cytoplasm
OAS3	Cytoplasm
OASL	Cytoplasm
OAZ1	Mitochondrion
OAZ2	Cytoplasm
OBP2A	Extracellular
OBP2B	Extracellular
OBSCN	Cytoplasm
OBSL1	Cytoplasm
OCEL1	Nucleus
OCIAD1	Mitochondrion
OCIAD2	Mitochondrion
OCLM	Endoplasmic_reticulum
OCM	Cytoplasm
OCM2	Cytoplasm
OCRL	Cytoplasm
OCSTAMP	Cell_membrane
ODAM	Extracellular
ODC1	Cytoplasm
ODF1	Nucleus
ODF2	Cytoplasm
ODF3L1	Nucleus
ODF3L2	Cytoplasm
ODF4	Endoplasmic_reticulum
OGDH	Mitochondrion
OGFOD3	Endoplasmic_reticulum
OGFR	Nucleus
OGFRL1	Nucleus
OGG1	Mitochondrion
OGN	Extracellular
OGT	Cytoplasm
OIP5	Nucleus
OIT3	Extracellular
OLA1	Cytoplasm
OLFM2	Extracellular
OLFM4	Extracellular
OLFML1	Extracellular
OLIG1	Nucleus
OLIG2	Nucleus
OLIG3	Nucleus
OLR1	Cell_membrane
OMA1	Mitochondrion
OMD	Endoplasmic_reticulum
OMG	Cell_membrane
OMP	Cytoplasm
ONECUT1	Nucleus
ONECUT2	Nucleus
ONECUT3	Nucleus
OOEP	Cytoplasm
OOSP2	Extracellular
OPA1	Mitochondrion
OPA3	Mitochondrion
OPALIN	Cell_membrane
OPHN1	Cytoplasm
OPLAH	Cytoplasm
OPN1MW	Cell_membrane
OPN1MW2	Cell_membrane
OPN1MW3	Cell_membrane
OPN1SW	Cell_membrane
OPN3	Cell_membrane
OPN4	Cell_membrane
OPN5	Cell_membrane
OPRD1	Cell_membrane
OPRK1	Cell_membrane
OPRL1	Cell_membrane
OPRM1	Cell_membrane
OPRPN	Extracellular
OPTC	Extracellular
OR10A2	Cell_membrane
OR10A3	Cell_membrane
OR10A4	Cell_membrane
OR10A5	Cell_membrane
OR10A6	Cell_membrane
OR10A7	Cell_membrane
OR10AD1	Golgi_apparatus
OR10AG1	Cell_membrane
OR10C1	Cell_membrane
OR10D3	Cell_membrane
OR10G3	Endoplasmic_reticulum
OR10G4	Cell_membrane
OR10G6	Cell_membrane
OR10G7	Endoplasmic_reticulum
OR10G8	Cell_membrane
OR10G9	Endoplasmic_reticulum
OR10H1	Cell_membrane
OR10H2	Cell_membrane
OR10H3	Golgi_apparatus
OR10H4	Endoplasmic_reticulum
OR10H5	Cell_membrane
OR10J1	Golgi_apparatus
OR10J3	Cell_membrane
OR10J5	Golgi_apparatus
OR10K1	Cell_membrane
OR10K2	Endoplasmic_reticulum
OR10P1	Endoplasmic_reticulum
OR10Q1	Cell_membrane
OR10R2	Cell_membrane
OR10S1	Cell_membrane
OR10T2	Cell_membrane
OR10V1	Cell_membrane
OR10W1	Cell_membrane
OR10X1	Cell_membrane
OR10Z1	Cell_membrane
OR11A1	Cell_membrane
OR11G2	Cell_membrane
OR11H1	Cell_membrane
OR11H12	Cell_membrane
OR11H2	Cell_membrane
OR11H4	Endoplasmic_reticulum
OR11H6	Cell_membrane
OR11L1	Endoplasmic_reticulum
OR12D2	Endoplasmic_reticulum
OR12D3	Endoplasmic_reticulum
OR13A1	Endoplasmic_reticulum
OR13C2	Cell_membrane
OR13C3	Endoplasmic_reticulum
OR13C4	Endoplasmic_reticulum
OR13C5	Cell_membrane
OR13C8	Cell_membrane
OR13C9	Cell_membrane
OR13D1	Cell_membrane
OR13F1	Endoplasmic_reticulum
OR13G1	Cell_membrane
OR13H1	Endoplasmic_reticulum
OR13J1	Cell_membrane
OR14A16	Endoplasmic_reticulum
OR14A2	Cell_membrane
OR14C36	Cell_membrane
OR14I1	Endoplasmic_reticulum
OR14J1	Cell_membrane
OR14K1	Cell_membrane
OR1A1	Endoplasmic_reticulum
OR1A2	Endoplasmic_reticulum
OR1B1	Cell_membrane
OR1C1	Cell_membrane
OR1D2	Endoplasmic_reticulum
OR1D5	Endoplasmic_reticulum
OR1E1	Endoplasmic_reticulum
OR1E2	Endoplasmic_reticulum
OR1F1	Cell_membrane
OR1G1	Cell_membrane
OR1I1	Cell_membrane
OR1J1	Endoplasmic_reticulum
OR1J2	Endoplasmic_reticulum
OR1J4	Endoplasmic_reticulum
OR1K1	Cell_membrane
OR1L1	Endoplasmic_reticulum
OR1L3	Golgi_apparatus
OR1L4	Endoplasmic_reticulum
OR1L6	Endoplasmic_reticulum
OR1L8	Endoplasmic_reticulum
OR1M1	Cell_membrane
OR1N1	Cell_membrane
OR1N2	Cell_membrane
OR1Q1	Endoplasmic_reticulum
OR1S1	Golgi_apparatus
OR1S2	Golgi_apparatus
OR2A1	Endoplasmic_reticulum
OR2A12	Cell_membrane
OR2A14	Cell_membrane
OR2A2	Cell_membrane
OR2A25	Cell_membrane
OR2A4	Endoplasmic_reticulum
OR2A42	Endoplasmic_reticulum
OR2A5	Endoplasmic_reticulum
OR2A7	Endoplasmic_reticulum
OR2AE1	Endoplasmic_reticulum
OR2AG1	Endoplasmic_reticulum
OR2AG2	Cell_membrane
OR2AJ1	Cell_membrane
OR2AK2	Endoplasmic_reticulum
OR2AP1	Cell_membrane
OR2AT4	Cell_membrane
OR2B11	Cell_membrane
OR2B2	Cell_membrane
OR2B3	Cell_membrane
OR2B6	Cell_membrane
OR2C1	Cell_membrane
OR2C3	Cell_membrane
OR2D2	Golgi_apparatus
OR2D3	Endoplasmic_reticulum
OR2F1	Cell_membrane
OR2F2	Cell_membrane
OR2G2	Endoplasmic_reticulum
OR2G3	Endoplasmic_reticulum
OR2G6	Cell_membrane
OR2H1	Cell_membrane
OR2H2	Cell_membrane
OR2J1	Endoplasmic_reticulum
OR2J2	Endoplasmic_reticulum
OR2J3	Cell_membrane
OR2K2	Cell_membrane
OR2L13	Endoplasmic_reticulum
OR2L2	Endoplasmic_reticulum
OR2L3	Endoplasmic_reticulum
OR2L5	Endoplasmic_reticulum
OR2L8	Endoplasmic_reticulum
OR2M2	Cell_membrane
OR2M3	Cell_membrane
OR2M4	Endoplasmic_reticulum
OR2M5	Cell_membrane
OR2M7	Cell_membrane
OR2S2	Cell_membrane
OR2T1	Endoplasmic_reticulum
OR2T10	Endoplasmic_reticulum
OR2T11	Cell_membrane
OR2T12	Cell_membrane
OR2T2	Cell_membrane
OR2T27	Endoplasmic_reticulum
OR2T29	Endoplasmic_reticulum
OR2T3	Cell_membrane
OR2T33	Cell_membrane
OR2T34	Cell_membrane
OR2T35	Cell_membrane
OR2T5	Endoplasmic_reticulum
OR2T6	Endoplasmic_reticulum
OR2T7	Cell_membrane
OR2T8	Endoplasmic_reticulum
OR2V1	Cell_membrane
OR2V2	Endoplasmic_reticulum
OR2W1	Cell_membrane
OR2W3	Cell_membrane
OR2Y1	Cell_membrane
OR2Z1	Cell_membrane
OR3A1	Cell_membrane
OR3A2	Cell_membrane
OR3A3	Cell_membrane
OR4A15	Endoplasmic_reticulum
OR4A16	Cell_membrane
OR4A47	Cell_membrane
OR4A5	Cell_membrane
OR4B1	Cell_membrane
OR4C11	Cell_membrane
OR4C12	Cell_membrane
OR4C13	Cell_membrane
OR4C15	Cell_membrane
OR4C16	Endoplasmic_reticulum
OR4C3	Cell_membrane
OR4C46	Cell_membrane
OR4C5	Cell_membrane
OR4C6	Cell_membrane
OR4D1	Cell_membrane
OR4D10	Cell_membrane
OR4D11	Cell_membrane
OR4D2	Cell_membrane
OR4D5	Cell_membrane
OR4D6	Cell_membrane
OR4D9	Cell_membrane
OR4F15	Endoplasmic_reticulum
OR4F16	Cell_membrane
OR4F17	Cell_membrane
OR4F21	Cell_membrane
OR4F29	Cell_membrane
OR4F3	Cell_membrane
OR4F4	Cell_membrane
OR4F5	Cell_membrane
OR4F6	Cell_membrane
OR4K1	Cell_membrane
OR4K13	Endoplasmic_reticulum
OR4K14	Cell_membrane
OR4K15	Cell_membrane
OR4K17	Cell_membrane
OR4K2	Cell_membrane
OR4K5	Cell_membrane
OR4L1	Endoplasmic_reticulum
OR4M1	Cell_membrane
OR4M2	Cell_membrane
OR4N2	Cell_membrane
OR4N4	Cell_membrane
OR4N5	Cell_membrane
OR4P4	Cell_membrane
OR4Q3	Cell_membrane
OR4S1	Cell_membrane
OR4S2	Cell_membrane
OR4X1	Endoplasmic_reticulum
OR4X2	Endoplasmic_reticulum
OR51A2	Cell_membrane
OR51A4	Cell_membrane
OR51A7	Endoplasmic_reticulum
OR51B2	Endoplasmic_reticulum
OR51B4	Endoplasmic_reticulum
OR51B5	Endoplasmic_reticulum
OR51B6	Endoplasmic_reticulum
OR51D1	Cell_membrane
OR51E2	Cell_membrane
OR51F1	Endoplasmic_reticulum
OR51F2	Cell_membrane
OR51G1	Endoplasmic_reticulum
OR51G2	Golgi_apparatus
OR51H1	Cell_membrane
OR51I1	Endoplasmic_reticulum
OR51I2	Endoplasmic_reticulum
OR51J1	Endoplasmic_reticulum
OR51L1	Endoplasmic_reticulum
OR51M1	Endoplasmic_reticulum
OR51Q1	Endoplasmic_reticulum
OR51S1	Endoplasmic_reticulum
OR51T1	Endoplasmic_reticulum
OR51V1	Endoplasmic_reticulum
OR52A1	Golgi_apparatus
OR52A5	Endoplasmic_reticulum
OR52B2	Cell_membrane
OR52B4	Cell_membrane
OR52B6	Endoplasmic_reticulum
OR52D1	Cell_membrane
